"","julian","moths","var","traps","DDs","trap_group"
"210",154,0.0958904109589041,0.115677321156773,73,677.460240725943,10
"211",159,0.119047619047619,0.449874686716792,210,720.760703690174,10
"212",160,0.0212765957446809,0.0212765957446809,47,733.504520636776,10
"213",161,0,0,27,750.703520636776,10
"214",162,0.0196078431372549,0.0196078431372549,51,765.436520636776,10
"215",164,0,0,38,790.618520636776,10
"216",165,0.037037037037037,0.0361111111111111,81,800.743520636776,10
"217",166,0.0526315789473684,0.130526315789474,76,811.244890874312,10
"218",167,0,0,42,825.320890874312,10
"219",168,0,0,28,835.958890874312,10
"220",169,0.117647058823529,0.235294117647059,17,843.766738219006,10
"221",171,0.0666666666666667,0.064367816091954,30,878.471246843805,10
"222",172,0,NA,1,900.598573755124,10
"223",173,0.0702702702702703,0.206991774383079,185,918.499573755124,10
"224",174,0.108108108108108,0.432432432432432,37,933.276423372603,10
"225",175,0.0206185567010309,0.0204037800687285,97,950.547423372603,10
"226",179,0.0833333333333333,0.166666666666667,24,1016.5444233726,10
"227",180,0.0288461538461538,0.0477035100821509,104,1036.5514233726,10
"228",181,0.0923076923076923,0.270483005366726,130,1058.9254233726,10
"229",182,0,0,72,1078.6894233726,10
"230",185,0.00497512437810945,0.00497512437810945,202,1136.28530348567,10
"231",189,0.0132450331125828,0.0131567328918322,151,1218.99397050124,10
"232",192,0,0,198,1273.53397050124,10
"233",194,0.0277777777777778,0.0277777777777778,36,1318.8988223496,10
"234",197,0,0,110,1375.2118223496,10
"235",200,0,0,13,1447.64532223084,10
"236",201,0,0,245,1472.83598053407,10
"237",202,0,0,66,1498.88448461306,10
"238",203,0,0,21,1517.78448461306,10
"239",206,0,0,21,1578.92148461306,10
"240",208,0,0,174,1628.19336617894,10
"241",209,0,0,31,1654.61359621365,10
"242",210,0.00833333333333333,0.00833333333333333,120,1681.61987456692,10
"243",213,0,0,45,1754.26845794775,10
"244",214,0,0,12,1775.49045794775,10
"245",215,0,0,99,1795.93646529779,10
"246",216,0,0,84,1817.72212930757,10
"247",217,0.0117647058823529,0.0117647058823529,85,1841.08692011602,10
"248",218,0,0,28,1867.76945444297,10
"249",221,0,0,95,1951.75108806787,10
"250",222,0.0138888888888889,0.0137596899224806,216,1976.26508833711,10
"251",224,0,0,36,2027.22987968874,10
"252",228,0.00641025641025641,0.00641025641025641,156,2120.41806827923,10
"253",232,0.0377358490566038,0.0871745880105087,159,2195.70663098143,10
"254",233,0,0,39,2218.84067832036,10
"255",234,0,0,71,2248.18576186185,10
"256",235,0,0,59,2266.68076186185,10
"257",236,0,0,65,2285.73376186185,10
"258",237,0.019047619047619,0.0188644688644689,105,2303.36257610831,10
"259",241,0.0199004975124378,0.0296019900497512,201,2381.02336470601,10
"260",121,0.0263157894736842,0.189921284148788,342,192.53563403516,11
"261",128,0.107142857142857,0.558515588645882,308,241.792248338166,11
"262",130,0,0,29,255.064220469893,11
"263",135,0.256410256410256,0.985155195681511,39,303.832320301257,11
"264",137,0.134831460674157,0.504341164453524,89,348.555459332538,11
"265",138,0.588235294117647,6.05959752321981,153,372.774254876386,11
"266",139,0.0701754385964912,0.0664160401002506,57,394.293254876386,11
"267",142,0.0434782608695652,0.042044911610129,92,429.618254876386,11
"268",144,1,2,2,452.001254876386,11
"269",145,0.5,1.35271317829457,130,459.137428213124,11
"270",146,0.1875,0.240691489361702,48,464.530243965473,11
"271",149,0.10655737704918,0.261278959490584,122,494.935974860933,11
"272",150,0.107142857142857,0.133766233766234,56,507.182938432459,11
"273",152,0.178807947019868,0.321147902869757,151,543.429166312974,11
"274",156,0.302158273381295,0.705140235637577,139,598.555816757825,11
"275",157,0.105263157894737,0.131578947368421,57,616.717816757825,11
"276",158,0.5,0.333333333333333,4,635.995816757825,11
"277",159,0.214285714285714,0.520618556701031,98,652.411816757825,11
"278",160,0.1,0.1,10,665.128816757825,11
"279",163,0.176470588235294,0.279411764705882,17,704.395816757825,11
"280",164,0.0492957746478873,0.0471980821096794,142,717.058816757825,11
"281",165,0.105263157894737,0.131578947368421,57,731.080816757825,11
"282",166,0.17910447761194,0.421981004070556,67,747.946816757825,11
"283",167,0.291666666666667,1.13908450704225,72,761.605525728886,11
"284",170,0.207865168539326,0.414175077762966,178,804.636600280153,11
"285",171,0.0571428571428571,0.0554621848739496,35,816.687527940801,11
"286",172,0.0512820512820513,0.0499325236167341,39,834.948527940801,11
"287",173,0.0256410256410256,0.0256410256410256,39,853.002527940801,11
"288",174,0.111111111111111,0.101587301587302,36,873.108527940801,11
"289",177,0.247252747252747,0.363942687147107,182,944.128209384077,11
"290",178,0.6,1.25714285714286,15,970.736022227062,11
"291",179,0,0,41,996.710154879866,11
"292",180,0,0,14,1022.43034878037,11
"293",181,0.0280373831775701,0.0275083759478046,107,1048.71878741914,11
"294",184,0.239583333333333,0.308791448516579,192,1127.62865395444,11
"295",186,0.02,0.02,50,1183.56833971408,11
"296",187,0.170731707317073,0.245121951219512,41,1206.22133971408,11
"297",191,0.56,0.923333333333333,25,1299.35836144765,11
"298",192,0.189189189189189,0.34727878563495,74,1319.05036144765,11
"299",193,0.145454545454545,0.163636363636364,55,1341.58636144765,11
"300",194,0.0476190476190476,0.0458978772231784,84,1361.62036144765,11
"301",195,0.0847457627118644,0.0789012273524255,59,1383.45436144765,11
"302",198,0.101694915254237,0.0929281122150789,59,1453.98787913217,11
"303",199,0.0666666666666667,0.0629213483146067,90,1478.00887913217,11
"304",200,0.0120481927710843,0.0120481927710843,83,1497.62887913217,11
"305",201,0.0625,0.1875,48,1521.91494655068,11
"306",202,0.555555555555556,0.527777777777778,9,1549.16432493641,11
"307",203,0.196078431372549,0.20078431372549,51,1578.39210560295,11
"308",205,0.05,0.05,20,1641.99725792779,11
"309",206,0.120481927710843,0.131648545401117,83,1675.45592698373,11
"310",207,0.0504201680672269,0.0482837202677681,119,1705.3251227453,11
"311",208,0.0740740740740741,0.0712250712250712,27,1735.45735565188,11
"312",209,0.216216216216216,0.281377267678638,74,1763.15935565188,11
"313",213,0.183673469387755,0.337050284031138,98,1828.55905391996,11
"314",214,0.162162162162162,0.391646191646192,111,1848.04405391996,11
"315",215,0.222222222222222,1.07885304659498,63,1868.43805391996,11
"316",216,0.0555555555555556,0.053968253968254,36,1885.24105391996,11
"317",220,0.0909090909090909,0.12957157784744,88,1973.88130083276,11
"318",221,0.036144578313253,0.059653247134881,83,1997.92030083276,11
"319",222,0.106382978723404,0.182109357126516,94,2019.96130083276,11
"320",227,0.0526315789473684,0.0501917044266295,152,2117.95195065539,11
"321",228,0.0970873786407767,0.225775747192081,103,2140.17295065539,11
"322",229,0.0666666666666667,0.0666666666666667,15,2160.02360283699,11
"323",230,0.107142857142857,0.133766233766234,56,2181.10648634124,11
"324",233,0.363636363636364,2.37632135306554,44,2240.88378110677,11
"325",234,0.0119047619047619,0.0119047619047619,84,2264.38948675928,11
"326",235,0.078125,0.168402777777778,64,2287.31248675928,11
"327",236,0.10126582278481,0.117818889970789,79,2307.64348675928,11
"328",237,0.228571428571429,0.240336134453782,35,2330.31448675928,11
"329",240,0.227272727272727,0.319238900634249,44,2393.46779893366,11
"330",241,0.09375,0.135809748427673,160,2413.68179893366,11
"331",242,0.0579710144927536,0.0554134697357204,69,2427.53279893366,11
"332",243,0.0615384615384615,0.0899038461538462,65,2439.25364496325,11
"333",114,0,0,3,172.567891136266,12
"334",115,0,0,28,179.692776857827,12
"335",116,0,0,78,183.145275550294,12
"336",120,3,NA,1,212.535920768475,12
"337",121,7,NA,1,217.159980610391,12
"338",122,0,0,37,219.810590436448,12
"339",123,0.0392156862745098,0.0784313725490196,51,223.104047557531,12
"340",124,0.0306122448979592,0.0299810645907848,98,226.767875051189,12
"341",126,0.0759493670886076,0.0967218435572866,79,240.326598296507,12
"342",128,0.137931034482759,0.85783424077435,58,267.075225955858,12
"343",129,0,0,42,276.580232594345,12
"344",130,0.336206896551724,2.27728635682159,116,287.11480647761,12
"345",131,0.0434782608695652,0.0434782608695652,23,299.123172299009,12
"346",134,0.863636363636364,2.5995670995671,22,332.403603497243,12
"347",135,0.151515151515152,0.320075757575758,33,346.290573557323,12
"348",136,0.237704918032787,0.89344262295082,122,362.167145926885,12
"349",137,0.964285714285714,14.5542328042328,28,378.016145926885,12
"350",138,0.157407407407407,0.171253028729664,108,390.61889729422,12
"351",142,0.666666666666667,1.54166666666667,33,426.85929441614,12
"352",143,0.230769230769231,0.358974358974359,13,437.7749217364,12
"353",144,0.211764705882353,0.428263139575357,170,446.920829153364,12
"354",145,0.161616161616162,0.728715728715729,99,457.783522844627,12
"355",146,2,NA,1,472.885522844627,12
"356",148,0,0,21,500.749522844628,12
"357",149,0.0697674418604651,0.159781121751026,86,514.406552776336,12
"358",150,0.0701754385964912,0.0664160401002506,57,532.470395832751,12
"359",151,0.141176470588235,0.217927170868347,85,552.973398048711,12
"360",152,0.176470588235294,0.748235294117647,51,576.020632361347,12
"361",153,0,0,13,599.426580193506,12
"362",155,0.469387755102041,1.50425170068027,49,645.781007224937,12
"363",156,0.0757575757575758,0.0710955710955711,66,655.258007224937,12
"364",157,0.233333333333333,0.554802259887006,60,664.357007224937,12
"365",158,0.0727272727272727,0.104753961634696,110,678.100007224937,12
"366",159,0.241379310344828,1.26108374384236,31,694.516007224937,12
"367",160,0,NA,1,707.422007224937,12
"368",162,0.06,0.0575510204081633,50,733.540007224937,12
"369",163,0.239669421487603,1.3504132231405,121,743.352518524357,12
"370",164,0.0434782608695652,0.042512077294686,47,758.760518524357,12
"371",165,0.05,0.0822033898305085,60,770.819598391759,12
"372",166,0.181818181818182,0.340909090909091,33,780.902286734084,12
"373",169,0.0178571428571429,0.0178571428571429,56,817.964286734084,12
"374",170,1.33333333333333,2.33333333333333,3,833.64911240378,12
"375",171,0.09375,0.403769841269841,65,854.273324093045,12
"376",172,0.0217391304347826,0.0214217708663916,139,874.469324093045,12
"377",173,0,0,46,892.073324093045,12
"378",176,0.0260869565217391,0.0431731502669718,115,927.236328606056,12
"379",177,0.0416666666666667,0.0416666666666667,24,941.077096323668,12
"380",178,0.0198019801980198,0.0196039603960396,104,959.509096323668,12
"381",179,0.0277777777777778,0.0277777777777778,36,981.064096323668,12
"382",180,0,0,31,995.887096323668,12
"383",184,0,0,25,1070.50780961791,12
"384",185,0.0437956204379562,0.0421854873336196,138,1096.44087850079,12
"385",186,0,0,111,1123.25561133651,12
"386",187,0.0833333333333333,0.0785714285714286,37,1154.57238146419,12
"387",190,0,0,54,1231.58504576142,12
"388",191,0.0114942528735632,0.0114942528735632,90,1258.41533233672,12
"389",192,0.025,0.025,40,1285.63565980394,12
"390",193,0,0,44,1313.70707134826,12
"391",194,0,0,82,1341.80386044806,12
"392",197,0.0178571428571429,0.0178571428571429,56,1430.59580931263,12
"393",198,0,0,40,1456.28952194559,12
"394",199,0.0196078431372549,0.0196078431372549,51,1475.99052194559,12
"395",200,0,0,48,1495.86252194559,12
"396",201,0.0260869565217391,0.025629290617849,118,1511.11752194559,12
"397",205,0,0,102,1609.76175266897,12
"398",206,0.0340909090909091,0.033307210031348,88,1632.52548933582,12
"399",207,0.0212765957446809,0.0210478151452757,95,1657.06291688693,12
"400",208,0.0454545454545455,0.0454545454545455,23,1684.82952086872,12
"401",211,0,0,53,1762.93702404683,12
"402",212,0.0204081632653061,0.0204081632653061,50,1786.12102404683,12
"403",213,0.0151515151515152,0.0303030303030303,132,1809.34979489463,12
"404",214,0,0,71,1833.38248615312,12
"405",219,0.0192307692307692,0.0192307692307692,55,1955.52057376714,12
"406",220,0.0481927710843374,0.0708198648251543,84,1977.73257376714,12
"407",221,0.0341880341880342,0.0333038608900678,120,1997.56857376714,12
"408",222,0,0,43,2014.90257376714,12
"409",225,0.2,0.273684210526316,20,2064.73304093355,12
"410",226,0.0119047619047619,0.0119047619047619,84,2085.52474360079,12
"411",227,0.0166666666666667,0.0165266106442577,120,2108.29358478473,12
"412",228,0.128571428571429,0.925258799171843,70,2133.02795869223,12
"413",229,0,0,14,2155.23995869223,12
"414",232,0.0256410256410256,0.0256410256410256,39,2196.36995869223,12
"415",233,0.0123456790123457,0.0123456790123457,81,2213.99195869223,12
"416",234,0,0,43,2232.80195869223,12
"417",235,0.0151515151515152,0.0151515151515152,66,2253.37595869223,12
"418",236,0.0759493670886076,0.122362869198312,79,2274.0612660906,12
"419",239,0.117647058823529,0.110294117647059,17,2326.7922660906,12
"420",240,0.0447761194029851,0.0882055885983616,134,2341.15920171082,12
"421",241,0,0,34,2360.14072656537,12
"422",242,0.015748031496063,0.0156230471191101,127,2381.60110853443,12
"423",122,0,0,35,118.038757586147,13
"424",123,0.0277777777777778,0.0277777777777778,36,124.483645632642,13
"425",125,0,0,15,142.676621161538,13
"426",126,0,0,14,154.856697341813,13
"427",127,0.037037037037037,0.037037037037037,27,165.392867035226,13
"428",128,0.0131578947368421,0.0131578947368421,76,175.17761765103,13
"429",129,0,0,11,178.597596495187,13
"430",130,0,NA,1,185.35644435901,13
"431",133,0,0,19,205.410226724016,13
"432",134,0,0,49,210.846226724016,13
"433",135,0,0,75,221.605298155469,13
"434",136,0.0568181818181818,0.100182863113898,88,237.624465002252,13
"435",137,0,0,39,257.38994518253,13
"436",140,0.473684210526316,0.634423897581792,38,321.344399401185,13
"437",141,0.4,0.488888888888889,10,333.116399401185,13
"438",142,0.16504854368932,0.256805634875309,103,339.563475662005,13
"439",143,0.043956043956044,0.109157509157509,91,352.334475662005,13
"440",144,0.0681818181818182,0.0650105708245243,44,365.960475662005,13
"441",147,0.117647058823529,0.470588235294118,34,406.515614699904,13
"442",148,0.108108108108108,0.279115479115479,111,421.401614699904,13
"443",149,0.0943396226415094,0.162443845462713,106,437.898614699904,13
"444",150,0.125,0.163461538461538,40,459.345614699904,13
"445",154,0.125,0.220454545454545,56,517.372293914169,13
"446",155,0.0581395348837209,0.0554035567715458,86,525.327137351651,13
"447",156,0.0113636363636364,0.0113636363636364,88,536.190137351651,13
"448",157,0.0645161290322581,0.0613432046536224,62,544.371137351651,13
"449",161,0.162162162162162,0.306306306306306,37,579.609581013767,13
"450",162,0.0344827586206897,0.0336808340016038,87,583.673880796685,13
"451",163,0.0102040816326531,0.0102040816326531,98,594.248880796685,13
"452",164,0.0416666666666667,0.0404929577464789,72,609.890161906167,13
"453",168,0.111111111111111,0.102564102564103,27,674.225393840755,13
"454",169,0.06,0.056969696969697,100,692.765393840755,13
"455",170,0.010989010989011,0.010989010989011,91,705.743393840755,13
"456",171,0,0,75,719.367683598806,13
"457",175,0.163636363636364,0.287542087542088,55,791.016683598806,13
"458",176,0.0128205128205128,0.0128205128205128,78,807.531683598806,13
